,search_id,ts,cid,position
597,4LfQxplYA4bSd6doLj6b,2018-10-03 15:09:30.000 -0400,155404383,1
598,hqC7MlSmr0m6i2yrLzXB,2020-01-25 15:42:38.000 -0500,7785880,1
599,JYbcGQBtO7669o4kwEqg,2018-09-23 21:00:37.000 -0400,112208320,90
600,Gr50JMWRxaDmpQMXtWUQ,2020-01-12 15:55:17.000 -0500,72216778,9
601,kQzP582xau4z0Exu4CNQ,2020-07-27 19:46:55.000 -0400,286740784,1
602,dOod1kExSzAIZfXsKMEf,2018-09-10 15:29:48.000 -0400,288230647,4
603,EDdRFese6Ckjn9ERGvIK,2020-08-26 22:40:15.000 -0400,121998615,1
604,MbFHTF3BNU6maOrY5qFt,2020-02-13 17:44:49.000 -0500,358791827,4
605,0BJuL6xO2lM4oxpi3Mh2,2020-02-18 13:32:18.000 -0500,10022953,8
606,3fUAbeb248nMt1zisNrM,2020-10-26 15:16:29.000 -0400,329671050,1
607,ff9Q1tSKIqhwZlJP7Tmj,2020-05-06 01:00:58-04:00,76957900,3
608,ccvTNtExfDcFY16tBqSt,2020-01-08 19:43:38.000 -0500,378352741,1
609,eaNQpcPU1Jff0cKsOtN4,2019-11-29 02:36:08.000 -0500,230485453,1
610,IPzVylj7LMaA1hYYS6Il,2020-08-25 03:54:58.000 -0400,361729778,1
611,cpkfJidPZcj2dorcEjJS,2020-01-13 12:39:15.000 -0500,137643804,1
612,BIbgo3P1GGbnOVnGn5Ji,2020-08-13 13:01:12.000 -0400,107692527,1
613,LJVevlnG6YSz8hWRzGAu,2020-09-02 17:41:27.000 -0400,148127830,1
614,D8dUjNHn3ALGKbzDVCpD,2019-12-14 04:01:47.000 -0500,283314367,1
615,7tbLd8Y74IsjQ7DU6rRj,2020-02-12 04:48:23.000 -0500,877053,7
616,sK6FUHVqJInnKHisLpZ9,2020-01-23 14:07:14.000 -0500,99125284,5
617,tVLENusIdkZ02MTIOyEJ,2020-05-28 11:18:49.000 -0400,58461689,1
618,BejUsHQWHbXXumjnBHKw,2020-04-04 08:28:23.000 -0400,92869692,1
619,cEV5jlIYfgvFjqjDbRhk,2018-09-20 18:28:09.000 -0400,79836732,2
620,4AvBbI1GbqSRcKjzeBwz,2020-10-12 17:53:04.000 -0400,192590516,1
621,i3IiUD11vY3viMz8bKiS,2020-01-04 14:23:10.000 -0500,117128919,2
622,hT23feVQfcwpQwntdiws,2018-09-11 18:16:56.000 -0400,207528129,8
623,Ota7ynlAGcr5CRQzNQHk,2019-12-10 19:07:16.000 -0500,335912375,1
624,XX7Jm9M4fBzBc7NK1Qk0,2020-06-12 19:36:49.000 -0400,75251217,1
625,rrTgscQx8LRpXphk0QaE,2018-09-12 12:39:59.000 -0400,20203840,5
626,bFeFf4X985n8NcGBpnm3,2020-02-20 02:28:13.000 -0500,193946979,1
627,krVnECcsP7OUjX1LEU7F,2020-02-22 04:34:29-05:00,58461689,19
628,ESwy6CbW7u29O6sh3j1O,2019-10-28 14:57:01.000 -0400,244969966,44
629,0V8ImDPn9F4AUfBJNdM6,2020-07-28 18:39:17.000 -0400,440690051,1
630,VJ7ejdoSWWtGoTdsK76O,2020-08-02 04:46:22.000 -0400,360972207,1
631,lmQLerx41uMcNBO4gxN7,2019-10-17 09:15:56.000 -0400,69225705,5
632,m5qHM7T5fnkJOSWCYxS7,2018-09-25 16:23:14.000 -0400,267331356,4
633,S2fhxI2Au4UCgtwZZRDT,2018-10-16 15:29:22.000 -0400,72632269,5
634,pF4kQ46tULzuGgiIoNbq,2019-10-30 16:31:09.000 -0400,347464336,1
635,bGPKr1dELH8nrP51Usr2,2020-05-20 14:31:45.000 -0400,246509344,1
636,2w1yZzctWPghSoG0R1V4,2019-12-17 22:34:33.000 -0500,347464336,1
637,vyqEK86PEHhaIEjiFQkK,2020-03-23 18:19:13.000 -0400,209607366,2
638,xzlZVmHRrg6pvkroodIT,2018-09-10 09:00:03.000 -0400,29186408,17
639,agrerKro4ZML6PIcQ0zI,2018-10-08 00:48:38.000 -0400,165478850,5
640,dOod1kExSzAIZfXsKMEf,2018-09-10 15:29:48.000 -0400,288230647,4
641,jBVD9hE65z1w70M3nv3Y,2019-11-13 07:44:37.000 -0500,242514334,1
642,O87FHXArAgicpphNF94D,2018-10-10 09:09:08.000 -0400,118805090,2
643,p8Hwfh6B89jgNvTCCaY1,2019-11-18 23:40:03.000 -0500,142208383,50
644,BTWYd8Qkil5RmcaHH7dF,2019-11-28 06:23:47.000 -0500,143233550,11
645,VJ3JRo3qLJmkJfTURZLv,2020-05-20 21:49:09.000 -0400,12493449,3
646,UaLU7uRWTkDsTIHOyZ7c,2018-09-08 16:41:18.000 -0400,244729509,3
647,UMQSc5akrYAQAaHgEiC4,2020-05-08 23:46:58.000 -0400,159886722,43
648,OpjTsyA1xYfIaaiwEpOB,2018-10-24 16:03:30.000 -0400,10022953,8
649,p665t5Eq3DCy64y73Btz,2019-12-09 17:30:13.000 -0500,96186586,1
650,6Swd36UKB3GVTBHu6yZ2,2020-03-19 10:42:58.000 -0400,104424681,11
651,8GQlyR5nsguR29zBYJp8,2020-05-26 16:28:44.000 -0400,92691167,7
652,WNCvlSWplfOsjWy0N9um,2020-05-13 17:27:43.000 -0400,95392989,1
653,bt82CTYWWn0quQ7IG6Sa,2020-08-27 18:48:13.000 -0400,108018156,1
654,Iu36WGaf49UOPaFUSnZk,2018-10-05 20:46:00.000 -0400,150188598,6
655,dwEMEsvhAVuogj5DSmcD,2020-03-03 19:46:06.000 -0500,369962654,1
656,yVlZ5RWtbOwADS9eUixv,2020-05-07 09:02:55.000 -0400,234040573,1
657,q8dGVCbctBfa7gbYNeYk,2020-01-16 16:20:44.000 -0500,76995667,1
658,jQE39F2wGQ2cbIOAHS9X,2020-04-09 15:14:57.000 -0400,66019492,10
659,H1e7Aj2HGf8g9x7cqd5X,2020-03-03 21:50:54.000 -0500,270578194,1
660,Q1v7We0GmtD3mTHKLI8j,2020-04-13 19:31:58.000 -0400,289745726,1
661,f81BrhvlgXD2wnh9Z1X9,2020-03-26 14:15:44.000 -0400,139729395,1
662,1reSle7OOwsMf0laXhKW,2020-09-14 00:58:29.000 -0400,152058910,14
663,6HpQA7VJ6aMuU0jWaEIP,2019-11-12 05:17:29.000 -0500,231763940,1
664,1z7uCHIUJ24XMygRY70s,2020-02-17 12:38:18.000 -0500,227394921,4
665,tl7It2pAji4iOntGiIRl,2019-12-11 14:42:45.000 -0500,226379658,1
666,LD1pj0GebjhJT0wYJMzT,2020-02-24 19:46:59.000 -0500,82920243,4
667,1jaFepT7SJWT0ekZOk3F,2020-09-28 23:58:25.000 -0400,59749737,1
668,XGjc44yl18Vigpy3U1qc,2018-10-16 17:37:09.000 -0400,292096088,3
669,MlM0SX2nsdJGgDBptzx7,2020-02-17 16:06:19.000 -0500,254069548,9
670,lr46UwoYR61wwWJWt5vf,2020-02-26 02:36:00.000 -0500,17376182,4
671,EMD8iuRb76m1B0HxyoKS,2020-03-25 10:37:51.000 -0400,28374299,2
672,lunohbCgBAnus7xUOUbx,2020-03-03 11:12:02.000 -0500,83987277,12
673,NbqOL3F5pvhnxpOAk3p8,2020-07-28 10:21:56.000 -0400,65467047,1
674,mFacEhTWwquUGEV6M9wz,2018-09-07 13:43:34.000 -0400,113946015,19
675,VlYFCOuXKCQ5KMSbjdgR,2019-11-27 14:58:08.000 -0500,66307750,3
676,Z7Mi7RnHGsCGaVCSt6DY,2018-10-19 14:22:02.000 -0400,293751121,1
677,sQT8SIjPd2FyaUi4IG1I,2020-01-27 17:45:19-05:00,74715441,8
678,eWsmvP4AQUttGm9DIaZD,2018-09-26 03:23:02.000 -0400,288130287,1
679,sIAOUcernMxQX10UtZtN,2020-04-17 09:14:55.000 -0400,125471012,1
680,cqZBBXALT68OM3IZINDR,2019-11-11 03:19:33-05:00,226586899,1
681,jNywJ2BEKhV2U0qOToaq,2020-02-13 08:33:31.000 -0500,92179785,3
682,WFfoUjPLlQ2FnqXIzBxB,2020-02-18 20:56:36.000 -0500,111721083,1
683,JjDEs5455g1LZ21UpSW5,2020-01-06 18:11:56.000 -0500,30385185,4
684,UjJm1eNRIUPPE2MW4jPr,2020-07-08 08:37:09.000 -0400,298639167,14
685,mh7rOfuW0fplGAwUUFHF,2020-05-07 16:34:32.000 -0400,310134392,1
686,aGFaOFvyUcPEWgdmkNGa,2020-09-04 19:07:17.000 -0400,291282571,9
687,MMpl2BlaxYx6Tk2w76hA,2020-07-27 19:05:38.000 -0400,333561655,8
688,pjcy3t2sbW9sj8T5nn13,2018-09-24 13:03:03.000 -0400,21087821,22
689,vHr8I9GJyovbNVFdO2nP,2019-11-21 11:44:38.000 -0500,7993383,16
690,u8X0fP7CBrzQJRVebFlG,2018-10-03 21:43:11.000 -0400,9173975,4
691,mOUJG2StyEzHvQUcEyOU,2020-03-10 13:16:02.000 -0400,246509344,1
692,HfraMyzcamHKTNFqTdob,2018-09-23 20:39:24.000 -0400,2822787,2
693,CjooiSDXx5dsx4ipdOoS,2018-09-03 21:24:50.000 -0400,210981,7
694,HZnkFPi6li1euRAxpBWv,2018-09-22 05:02:24.000 -0400,2355334,5
695,redGnoHTVspe2QD5PZgc,2020-04-16 08:45:14.000 -0400,195592912,2
696,bgRo2BrYv0u1lubnHQPo,2020-04-13 21:27:25.000 -0400,9173975,1
697,DCedZ3r4ijgUlCty2jwi,2019-10-22 05:56:21.000 -0400,21248863,10
698,WZaWm5JUl0h9qYCGKz5r,2020-01-14 02:58:37+02:00,200029488,2
699,NyOId1n2xPPZ8ojUI7a9,2018-09-10 07:23:20.000 -0400,136228343,31
700,stEB9J0FV10amGgQUV40,2018-09-06 20:49:11.000 -0400,275506930,1
701,LGWUG9TSM58hVh7YHXfV,2019-11-10 20:11:00.000 -0500,143894533,1
702,nLF9kkTECmmKPjlcKpId,2020-04-04 08:31:56.000 -0400,256160363,1
703,Yq3AcOUq1erzMKWlxOuj,2018-10-07 15:19:12.000 -0400,35461693,191
704,MBA0B3kCe3rXCD8Y9VlI,2020-02-19 22:57:36.000 -0500,151394301,6
705,fk9T0dw18KI18WKIpZD2,2020-04-01 22:28:19.000 -0400,149124190,2
706,qwahvjN1maEt9K5NDElC,2018-10-10 09:22:16.000 -0400,25988841,4
707,WOUwAhQulsyNoWy0g8fy,2020-03-04 14:35:39.000 -0500,10260175,8
708,nsBk3yMvoUAiisehIK7k,2018-09-26 18:18:03.000 -0400,139654435,2
709,IDqw1NtnqN9YZUYoIRYP,2020-08-22 07:59:30.000 -0400,117467847,1
710,cwlnFgsMiPrMN5XcKolt,2020-01-20 15:35:46.000 -0500,297519326,1
711,CNtUciW8GdMir2Z2VhwI,2018-09-20 11:50:43.000 -0400,25988841,4
712,FvBU11NTmqvkZFCQIIU0,2019-12-23 15:25:00.000 -0500,249675407,8
713,6aoIBp5BU08NR9CfCTxR,2020-10-26 20:59:24.000 -0400,471151437,1
714,9HU8lfB5YsWfZiXyhjYT,2019-12-17 18:17:49.000 -0500,353981735,8
715,hLg5RUEyzKQk0prOOOvf,2018-09-03 21:34:45.000 -0400,180069681,2
716,YUY9BrTAA1g5i8oLdWR9,2020-07-15 00:21:51.000 -0400,301629924,1
717,dIWly3LHkhXvwGyrsNqZ,2019-12-19 22:59:42.000 -0500,306420793,10
718,4X6ZMAYUCJfjrjhxhfnn,2019-05-23 08:33:59-04:00,261363083,10
719,YnvKWgADw8DKLp6bYMRR,2020-07-26 04:44:51.000 -0400,305744,28
720,ILGEXcRM1Ufm4UOTNDqh,2019-11-26 03:46:38.000 -0500,79836732,10
721,Btt5e1scQbv5rrgxS2t0,2020-03-30 04:00:44.000 -0400,83644777,1
722,XrwzEFrlVJ9FwnJpkXMm,2020-11-01 08:15:34.000 -0500,235627725,1
723,8tcPWWGWsgJr1NVsY6yU,2018-10-18 00:53:58.000 -0400,24731661,17
724,OpKGg141IFw9RLdQRWcv,2018-10-12 13:18:58.000 -0400,23266010,1
725,Ip6X9D4ljUc30I3spoTp,2020-02-18 12:30:02.000 -0500,342277371,1
726,DbiwTEy6lbqEeiyYDzwX,2020-01-23 19:38:48.000 -0500,105646584,3
727,bNwLRfl8pUwWrxayEBBt,2020-02-11 18:21:34.000 -0500,132550202,1
728,hUqtxKeh1oaOcoLnZciW,2018-10-24 05:21:07.000 -0400,271094088,1
729,IR3XypTMbSnu1Zikr90G,2020-09-10 10:40:06.000 -0400,134957666,2
730,CqZmpLODOkFWfq0UkbUi,2020-07-13 14:08:36.000 -0400,294064638,1
731,Bkl1P9zqQqWg6duw45w0,2018-10-17 22:36:59.000 -0400,67887007,8
732,yW3ujFRgtpL3fFQPrQyz,2019-11-03 15:06:25.000 -0500,112920290,10
733,JI3Dgffy2auDLik398IO,2018-09-07 15:19:47.000 -0400,17701328,29
734,OXuxb8JVkfsmwGyfj9I0,2020-08-12 00:35:24.000 -0400,300817511,5
735,DQdiBJbLEH0gDT57uf2h,2018-09-18 05:25:59.000 -0400,276794240,4
736,9hE7bMH4m4ogmg2SznVx,2020-03-16 08:29:16.000 -0400,370946743,11
737,OEPVnHfXZV1n0js8Maxu,2018-10-22 13:17:27.000 -0400,244683457,1
738,mUoEh6R2KdjJYlDlWuhe,2018-10-18 09:41:13.000 -0400,80629469,5
739,KDPY76YvHz6NyvgBBQyg,2020-06-26 09:05:08.000 -0400,214816149,1
740,qwAqNbdkfl1J3cEqxHbB,2020-09-13 03:40:25-04:00,373368812,20
741,I0TTOISdsZYCIEHLuZCE,2020-02-10 23:30:44.000 -0500,19819283,11
742,fZdn0lYXtM5T0SjghPO6,2020-09-09 14:33:01.000 -0400,221821296,1
743,YgKR5GWxpGyUTtQLcpAs,2020-02-03 18:42:27.000 -0500,118919656,1
744,CHYqE1Dd8U4Stbaw1WoU,2019-11-25 13:40:18.000 -0500,214574553,16
745,TxbC264DFE83bujiegQp,2019-10-30 09:59:54.000 -0400,15504214,78
746,8cV3TMYiivTLISyr1vFD,2020-09-06 12:32:40.000 -0400,89546048,4
747,Dk1RitMaSGLgNTi8XeiI,2019-11-20 11:31:50.000 -0500,67487897,1
748,Ww656BWaLHn9KFydicwr,2018-10-09 16:17:02.000 -0400,209695544,1
749,Z3Ff58k1W16yUw1NDN0g,2020-01-08 17:41:42.000 -0500,106167333,1
750,a4kC0mzugX1I08vnuXZz,2018-10-21 19:23:44.000 -0400,68850495,3
751,HWG1gOroa7MKhLJAb32o,2020-01-21 15:04:52.000 -0500,145154247,7
752,zAmYXnG9I3anDKYwzTfJ,2019-10-29 18:36:23.000 -0400,344202627,3
753,22WeDn8a1WLHjh1riTHG,2020-03-05 17:01:07.000 -0500,293739825,1
754,CJDyHTeu40xdFpjPOWQd,2018-09-24 08:23:09.000 -0400,156773180,1
755,ZY1O3MoMxhIsNlzpgQIw,2020-01-14 04:21:46.000 -0500,65337755,1
756,BevalzV69HkVS2TJFQjf,2020-10-20 11:42:29.000 -0400,32067654,1
757,8w5FKOVGYlQJzGUEtcKO,2020-01-15 21:10:09.000 -0500,363649438,1
758,prumSueIOIGfNPmEB7dc,2020-02-26 19:01:29.000 -0500,70748579,2
759,kJaRezJTV2BF2i5HJeny,2018-09-23 20:00:30.000 -0400,143894533,2
760,YNfsF5R2Haic06PmVURs,2019-01-21 09:37:32-05:00,27003856,15
761,OXpkp7BL9Hjp43mnN6YO,2020-05-28 19:48:18.000 -0400,12677264,2
762,cQShZS1DJGpOQKuC58JU,2018-10-04 14:06:21.000 -0400,90068717,4
763,wpI9Cm2IhFDJtwS4ctHR,2020-02-11 21:44:59.000 -0500,75962134,30
764,zJjpnEbI3xfa6r6q2rgl,2020-03-30 11:02:52.000 -0400,65347402,5
765,CuQ5vix6PeuaiUjhMJgD,2018-10-11 17:13:11.000 -0400,69755635,8
766,39WtRehc0OtdpsTsEMT8,2020-01-18 17:26:12.000 -0500,380157225,1
767,NR2OEYIBQbftr3mJbFxM,2019-10-25 09:18:47.000 -0400,296311853,9
768,ScAeJyQ0UcgCQXHGmOs0,2020-04-11 00:10:45.000 -0400,122950317,3
769,NyOId1n2xPPZ8ojUI7a9,2018-09-10 07:23:20.000 -0400,136228343,31
770,6a31eA2qd6CDt0stWWqD,2019-12-31 02:19:14.000 -0500,369962654,1
771,qcpFkCbFRsgB3YEy57o7,2020-11-03 09:10:09.000 -0500,468631686,1
772,eLD4C4fmZej0BtqNSl5G,2018-09-20 18:23:21.000 -0400,174329179,1
773,cEV5jlIYfgvFjqjDbRhk,2018-09-20 18:28:09.000 -0400,79836732,2
774,0dwUAcPso8yjlEAQs88q,2020-02-04 06:36:35.000 -0500,334312666,7
775,xsvMoqanjNZlPf5WfDiz,2018-09-24 13:43:45.000 -0400,109994035,21
776,4NZI2WnBH5kfZ89oiBu4,2020-01-06 01:30:57.000 -0500,372829861,4
777,AVL331kSZPFEqxbCQbuT,2018-10-09 19:11:14.000 -0400,8362481,6
778,hxxpAsZ990Igwy6k7Lq4,2018-10-24 23:49:20.000 -0400,76079487,12
779,GalHRsp7dbNw88E90qU0,2020-05-18 07:57:28.000 -0400,156942975,1
780,BJUJQhdSyMG488tbpLl9,2020-04-22 06:40:20.000 -0400,326809668,1
781,GSsc8dgsOLExzSQy8VJL,2020-02-11 16:15:26.000 -0500,365230864,4
782,lYL9qly5MOfZ16NreKrK,2020-01-14 12:33:52.000 -0500,365303320,1
783,thxviKqoFv9IBUf5CLqi,2019-10-17 07:29:10.000 -0400,343019358,7
784,3lhubrrBzkfT1X2FUdsk,2019-12-17 08:28:26.000 -0500,246729336,1
785,JVOxqbi88suNvpir34Xt,2018-09-06 18:34:26.000 -0400,288230647,4
786,GGyrtbFfvngN8phPqWxz,2020-01-05 00:46:49.000 -0500,237887089,466
787,qlQ3QNLW004uU4jqEILM,2019-10-31 11:44:37.000 -0400,95482896,4
788,HAiyNWxOQKYZiN9Vmp1a,2020-10-07 20:58:12.000 -0400,339151575,1
789,OVVwFGM6ORE2AKziEGx6,2018-10-10 12:26:41.000 -0400,27003856,1
790,e2rU8ekhOPYv9Wmd4qBU,2019-11-19 15:04:58.000 -0500,278278366,1
791,Z4IZnxtkDFVfBVo6acls,2020-03-21 10:57:52.000 -0400,394195776,2
792,o67Drr0ofUqgLk4OQp9r,2018-10-19 16:04:23.000 -0400,103684916,6
793,n4zzSyyr03pyJVneGAC2,2020-01-09 18:04:08.000 -0500,261591349,4
794,1KpcYeubQIrxpO5yzNLn,2018-09-06 13:48:24.000 -0400,85311313,2
795,uoyZyLhmX8YzkmaDDCnI,2019-11-29 02:13:02+01:00,176507317,10
796,Ibf5CGGrNQQsWHDj2rln,2018-10-10 19:11:51.000 -0400,220328022,10
797,SRDtBCSVcP0RCqrZSQHU,2020-10-08 19:50:42.000 -0400,309994583,1
798,JSBT74uvCkOhSA311p5f,2020-01-31 15:22:45.000 -0500,374357131,13
799,87x3KMqKwgcbkKBvp6a3,2020-02-05 18:57:03.000 -0500,134620182,66
800,o67Drr0ofUqgLk4OQp9r,2018-10-19 16:04:23.000 -0400,103684916,6
801,4kjdBfO5CH72CI6A4zBT,2018-10-22 11:21:16.000 -0400,256327801,10
802,dwljy5GInsORCM0tjhVl,2019-10-21 22:44:35.000 -0400,129920646,18
803,2bC2VhyxZzGaXx8MI9y5,2020-09-18 13:44:25-04:00,294064638,9
804,pT82vDGFmdcaXBgqleGb,2020-08-01 19:30:28.000 -0400,367135481,12
805,ExyhE5jbsDi0FO8utGYE,2020-03-30 19:36:57.000 -0400,145154247,10
806,SLYvDjE08eiE34efY3zJ,2020-10-08 19:55:34.000 -0400,307987540,1
807,Jme3tkL1Kt736UaBGFqO,2020-06-02 22:11:27.000 -0400,291605603,1
808,bJ6QbrR7W6nJ6oIT9Z6U,2019-10-19 07:27:48.000 -0400,367135481,7
809,OOlY3qnSzPH26Cv3CooY,2020-02-13 11:53:36.000 -0500,118023603,1
810,5KuBtjrqUEb9KN5V5N1S,2019-12-10 10:34:58.000 -0500,261391378,3
811,ONVUBXElCxylu38HNVWj,2019-12-21 11:20:10.000 -0500,226379658,1
812,aTSVRKmdDYuKimn3DX1W,2019-10-23 23:07:42.000 -0400,81487125,3
813,omhk7cksF3r0lqg5h33p,2018-10-27 18:55:33.000 -0400,111085476,1
814,OFIVqGwHMkPjK1hOpojU,2020-10-09 10:27:39.000 -0400,80588358,24
815,QItK78zhwTn7lYgO6KBE,2019-11-20 23:59:51.000 -0500,371488972,1
816,RPZevM3SVN4YvRmnnOgG,2020-02-24 09:52:22.000 -0500,226766902,2
817,IVqExdFJUSL5QpsT8SLX,2019-11-05 03:07:04.000 -0500,253598948,3
818,nd7tRQy3OsayibXGLzdV,2020-02-29 15:56:37.000 -0500,64473966,2
819,SW38nfyW2n7isbO7glq8,2020-10-05 10:25:01.000 -0400,103425574,1
820,mzv9niwjgkAHSobhClNm,2020-01-03 21:09:08.000 -0500,83867491,1
821,0mPMG2pHpuxMv8hIzMpS,2020-06-22 13:04:24.000 -0400,146359105,1
822,Hbn3PgXlytvHbShMgZyd,2020-08-11 15:04:53.000 -0400,442567494,1
823,Au0nE6OE29FqN0XZtarX,2018-10-15 16:35:10.000 -0400,148626927,1
824,FbRJeieNx1PXDASPfCkb,2018-09-16 13:37:21.000 -0400,118919656,12
825,ugUzaU8gaJUTQzQAuKFK,2019-11-21 20:50:08.000 -0500,36525519,1
826,iB1sa6eAJWgrf54pl2Ra,2020-03-27 05:06:01.000 -0400,154733109,3
827,AnjbRyybQJyxWG9fixzF,2020-10-06 13:38:59.000 -0400,181329882,1
828,pnMrjgssVw453CMHIHH2,2018-09-12 06:21:24.000 -0400,251997032,5
829,gDaZHdyTrxPYXdFhEdTg,2020-10-26 04:10:00.000 -0400,103389185,4
830,1kyeYcUR4c3jzYyQ2UrX,2020-02-19 00:48:44.000 -0500,222598647,1
831,gEQO6r4hnS5tLtJrd6p8,2019-12-04 12:31:14.000 -0500,153257994,1
832,tGGZl4Wa96UPtEslIZrJ,2020-01-29 13:37:29.000 -0500,11285405,9
833,kB2nE8MdhfgUXzSxl1dU,2019-11-04 09:57:46.000 -0500,235491682,6
834,NnGsFQSpMqRgERCaXVCu,2020-04-08 18:30:51.000 -0400,135539788,1
835,1JVjWjZBvw4GTcXWMnmR,2020-03-10 02:42:28.000 -0400,91619776,71
836,7gWipdlkVlHMf7jOajnl,2020-01-06 06:46:23.000 -0500,114129481,1
837,WCygqjKfkfk5mn1CpkkB,2019-11-23 23:10:53.000 -0500,225516052,1
838,JD6126fuKal6xyXaSfsB,2019-11-20 17:08:03.000 -0500,374292554,1
839,wBVHFT9PtAKmInkcsjlu,2020-09-21 21:20:26+03:00,218680983,12
840,eFS3Y0onWW8inidj6b5c,2020-02-02 04:42:38.000 -0500,79639392,3
841,kh371UACALsAqCSOEQVi,2020-06-20 21:31:33.000 -0400,74708925,4
842,qTcmer32oywMN0O3M1ye,2019-12-13 18:46:09.000 -0500,267180008,4
843,IUYRkoCPV08PF9VBAqza,2018-09-28 23:51:25.000 -0400,274865498,4
844,ZeBZJ4vwg1KmkHNdXB0R,2018-10-08 09:48:10.000 -0400,73665417,1
845,IuSboS1riDz07HyY2vfg,2018-09-18 13:54:04.000 -0400,173572237,14
846,suVM0WdgLtKH09nwdONt,2018-09-29 22:22:27.000 -0400,240040166,8
847,OwN4GDQVN7cu7aDKQPk4,2020-05-10 15:13:43.000 -0400,148198462,1
848,QZER83UEBxy8qpvCPq1h,2020-02-28 16:28:45.000 -0500,323458320,1
849,NbJlUvStlQ5dQ1LB1jrN,2020-02-06 18:44:04.000 -0500,63653873,1
850,uyFuuehsE0AA1NMhH1SD,2020-05-07 12:59:16.000 -0400,258693816,12
851,dUefG5DgjN02E8suEH2g,2020-09-13 17:15:39.000 -0400,19374769,3
852,SttkNd3xTJQn2FgjZZ5v,2018-09-19 04:42:04.000 -0400,122375452,1
853,ZGt5PvGOTq8nHO48gswu,2018-10-17 15:44:40.000 -0400,14980662,14
854,sy7WNUmlyaWEnozBm9Sj,2018-10-09 09:21:48.000 -0400,935317,8
855,g3m2XUDYezz98FC8jgo7,2018-10-18 09:02:30.000 -0400,202284096,4
856,a8GATbtfTc6iGPruhM5E,2020-02-20 11:40:08.000 -0500,14715111,12
857,CQKXqDgfpUWqeTNlrdBu,2020-09-24 07:47:24.000 -0400,297885089,1
858,Edjmi0t9ACb0W9k22eHS,2020-07-07 19:19:26.000 -0400,1902494,20
859,WxWZVOesoz234jpAx21R,2019-11-11 16:33:19.000 -0500,132328313,1
860,OpKGg141IFw9RLdQRWcv,2018-10-12 13:18:58.000 -0400,23266010,1
861,YwT5f2DEiB6kcdE1Vzfg,2020-08-24 01:07:28.000 -0400,365814422,57
862,ouhu9dCLsQlDC6gDy0Xg,2020-03-30 18:02:00.000 -0400,9758104,5
863,LOL6It0Y9Y8r59RyORTi,2020-08-19 11:27:48.000 -0400,138236113,3
864,p5bEGZkQlTqD6MWyEY3V,2018-10-17 18:05:30.000 -0400,159759039,1
865,9CH4OW0u1exEWwLP3Vme,2018-09-30 17:07:42.000 -0400,34630845,1
866,Zrf9k5C7D3tSe8zuKK5f,2020-02-17 10:22:17.000 -0500,77647512,2
867,gaYXwe0w7uNgXoEFDLCM,2019-10-29 21:15:35.000 -0400,89546048,4
868,pBodpeyWMLYaVCx7gsqt,2020-03-31 10:26:37.000 -0400,218798641,1
869,weWnzYlftEFf7YdhwRCm,2018-09-25 17:37:09.000 -0400,255479836,4
870,jB6CBVNAB8bbTvJlF2m4,2020-09-16 17:41:05.000 -0400,215093780,2
871,HSOUlZlrkb25d6u3QNFS,2018-10-18 07:59:27.000 -0400,69225705,8
872,U5swDaJmbTdio1VZY7lj,2020-06-02 16:00:59.000 -0400,85085976,15
873,IGqsCXLwGF4m0C3dIftH,2019-11-04 17:27:09.000 -0500,293872352,17
874,rUU6esAJwOFtq4A9rYV5,2018-10-21 19:43:25.000 -0400,30581015,7
875,6DhSansUwzAq5ehPBEP8,2019-11-21 16:11:24.000 -0500,106216724,12
876,qTnnnhAEBTPJdQkarjM1,2020-01-29 04:10:56.000 -0500,110808221,1
877,rhpqAJdzkOdSaL5DDhPB,2020-08-22 10:40:05.000 -0400,235627725,1
878,ehHf33vjp9TFlDRJQvVZ,2019-10-25 06:55:03-04:00,21864555,15
879,0M6az9CVo4hSX4ntlt7w,2020-04-20 21:24:11.000 -0400,644545,7
880,Cu4YEi7re8Jg2ZumgeH3,2020-03-18 14:41:41.000 -0400,147365861,1
881,Jbc7kb5bjv6HUXatS8HR,2019-08-15 14:46:46-04:00,156509577,14
882,koY3Qf5awoEAcxibqMdu,2020-07-29 15:18:17.000 -0400,441417334,2
883,RQpXgmTczwAeQxUq4GEw,2019-11-26 20:41:33.000 -0500,37077712,1
884,SxcrbBxbwBzwRUF4x0Ze,2020-08-11 01:47:57.000 -0400,281139107,1
885,pjcy3t2sbW9sj8T5nn13,2018-09-24 13:03:03.000 -0400,21087821,22
886,MNzKhKLwCbzGBAtFx6P9,2018-10-22 20:21:37.000 -0400,108018156,1
887,mvmexmtH9JraV4dn0Bbj,2020-03-05 08:11:35.000 -0500,64454488,4
888,SPqUHxnPW1bRpTf4yNhP,2019-10-14 07:16:13-04:00,192827333,12
889,0vyBEYNdChOlnM4CrUeI,2020-02-03 16:10:14.000 -0500,99722811,10
890,sybMbpCVDz9dzqzhugzl,2020-10-05 20:07:33.000 -0400,182555047,17
891,cqsuCxJpj4W6q14qvGWc,2020-02-27 09:01:34.000 -0500,102826203,1
892,vQliMn6OAQfhfuU43SN5,2018-09-25 04:36:36.000 -0400,120538042,4
893,Gukp9xQqpyjMbGmG2XwN,2018-10-02 12:55:08.000 -0400,6823629,5
894,viSVEajVjYSx4HR8TstM,2018-10-20 02:29:07.000 -0400,151297208,4
